id,brand,car_model,type,desc,problem,datetime,status
485494,广汽本田,皓影,2020款 240TURBO CVT 两驱 豪华版,广汽本田皓影发动机舱进泥沙存在设计缺陷,"Q322,",2020-06-17,信息审核
485493,上汽通用五菱,宝骏310W,2018款 1.5L 自动 时尚型 国VI,宝骏310W工作人员态度不好 喷漆效果差,"I293,J303,",2020-06-17,处理反馈
485491,一汽马自达,马自达CX-4,2018款 2.0L 自动 两驱 蓝天品位升级版 国VI,一汽马自达CX-4前保险杠左右两边开裂,"H168,",2020-06-17,信息审核
485489,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 进取型 国VI,一汽大众奥迪A4L副驾驶车门无法关闭,"H149,",2020-06-17,信息审核
485488,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念豪华版,广汽丰田凯美瑞两侧内球笼套漏油,"G51,",2020-06-17,信息审核
485486,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,众泰T700电动踏板变形触摸锁及车窗升降失灵,"H168,H67,N318,",2020-06-17,处理反馈
485482,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统升级后仍然出现卡顿,"O348,",2020-06-17,处理反馈
485476,上汽集团,名爵6,2017款 20T 自动 豪华智联版 国V,上汽名爵6低速抖动顿挫 变速箱高温停止工作,"B19,B95,",2020-06-17,用户评分
485471,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机系统升级后依然出现卡顿现象,"O348,",2020-06-17,处理反馈
485468,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9保修期内变速箱频繁故障,"B96,",2020-06-17,处理反馈
485467,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,众泰T700无钥匙进入失灵 门把手炸裂,"H233,N318,",2020-06-17,处理反馈
485462,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡位显示灯与宣传不符欺骗消费者,"M279,",2020-06-17,处理反馈
485461,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L发动机漏油希望厂家处理,"A12,",2020-06-17,信息审核
485460,上汽大众,Polo,2018款 1.5L 自动 安享型,上汽大众Polo发动机舱有异味C柱内部异响,"H185,H15,",2020-06-17,信息审核
485458,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机启动困难存在质量问题,"A44,",2020-06-17,信息审核
485449,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身AB柱天窗有异响,"H93,H15,H89,",2020-06-17,处理反馈
485448,零跑汽车,零跑S01,2020款 460 标准版,零跑S01动力消失仪表提示系统故障,"A255,",2020-06-17,信息审核
485446,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越变速箱无挡位显示灯与宣传不符,"M279,",2020-06-17,用户评分
485445,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身AB柱中控天窗异响,"H93,H15,H89,",2020-06-17,处理反馈
485444,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408召回正时皮带后烧机油,"A63,Q323,",2020-06-17,处理反馈
485440,吉利汽车,博越,2020款 1.8TD DCT 智联PRO,吉利博越配置与宣传不符 音响杂音 座椅异响,"H134,H164,M279,",2020-06-17,处理反馈
485439,一汽-大众奥迪,奥迪A3,2017款 Sportback 2.0T 双离合 运动型,一汽大众奥迪A3车载地图无法升级,"H21,",2020-06-17,信息审核
485438,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,猎豹Mattu发动机故障灯亮变速箱无动力输出,"A34,B334,",2020-06-17,信息审核
485434,东风小康,小康K02,2019款 1.2L K02L 国VI DK12,东风小康K02发动机故障灯亮无法加速,"A34,E29,",2020-06-17,处理反馈
485431,奇瑞汽车,捷途X70,2019款 1.5T DCT 悦行版,捷途X70才买半年底盘到处生锈要求处理,"H93,H89,",2020-06-17,用户评分
485430,一汽吉林,森雅R9,2018款 1.2T 自动 尊贵智悦型,森雅R9挡杆卡死无法换挡希望处理,"B20,",2020-06-17,信息审核
485428,江淮汽车,瑞风S7,2017款 1.5T 自动 豪华智能型,江淮瑞风S7转向异响 发动机报警 变速箱脱挡,"A34,B246,D59,",2020-06-17,处理反馈
485423,上汽大众,途观L,2017款 330TSI 两驱 舒适版,上汽大众途观L变速箱无法倒挡希望处理,"B20,",2020-06-17,厂家受理
485418,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越门窗漏风车机系统升级未兑现,"L314,",2020-06-17,用户评分
485410,上汽集团,荣威350,2011款 1.5 手动 讯捷版 plus 350S,上汽荣威350正时链条拉长发动机故障灯亮,"A45,",2020-06-17,用户评分
485409,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹左右两侧B柱位置异响,"H15,",2020-06-17,处理反馈
485406,众泰汽车,大迈X7,2017款 2.0T DCT 至尊型,众泰大迈X7行驶中座椅自动调节位置,"H169,",2020-06-17,处理反馈
485405,华晨宝马,宝马3系,2020款 325i M运动套装,华晨宝马3系防冻液泄漏 韩泰轮胎爆胎,"A37,A191,F130,",2020-06-17,信息审核
485404,北京奔驰,奔驰C级,2016款 200 L,北京奔驰C级两侧空调出风口出风温度不一致,"H101,",2020-06-17,信息审核
485398,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶中B柱异响,"H15,",2020-06-17,用户评分
485396,一汽-大众,宝来,2018款 1.5L 自动 时尚型,一汽大众宝来电瓶亏电厂家拒绝更换,"H146,I297,",2020-06-17,处理反馈
485393,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4行驶过程中车身天窗异响,"H15,H89,",2020-06-17,处理反馈
485390,长安铃木,启悦,2015款 1.6L 手动 舒享型,长安铃木启悦后减震器明显渗油售后不予质保,"G25,",2020-06-17,处理反馈
485389,一汽吉林,森雅R9,2018款 1.2T 自动 旗舰智享型,一汽吉林森雅R9胎压稳定器及倒车影像故障,"H134,H203,N318,",2020-06-17,信息审核
485388,广汽丰田,凯美瑞,2010款 240G 2.4 自动 G-Book 智能领航版,广汽丰田凯美瑞中控台异味出油反光,"H176,",2020-06-17,信息审核
485387,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越实际无挡位灯和雾灯与宣传不符,"M279,",2020-06-17,处理反馈
485385,海马汽车,海马M6,2016款 1.6L 手动 舒适型,海马M6发动机异响 底盘生锈 中控异响,"A9,G56,H93,",2020-06-17,处理反馈
485374,广汽本田,皓影,2020款 240TURBO CVT 两驱 幻夜版,广汽本田皓影后尾灯进水4S店不做处理,"H88,",2020-06-17,信息审核
485371,东风本田,艾力绅,2019款 2.0L 混动舒适版,东风本田艾力绅高速行驶中发动机多次失速,"A255,A160,I295,J298,J301,",2020-06-17,处理反馈
485369,北京现代,瑞纳,2011款 1.4L 手动 舒适型 GS 两厢,北京现代瑞纳车身侧裙生锈希望厂家质保,"H79,I297,",2020-06-17,处理反馈
485368,赛麟汽车,迈迈,大麦版,赛麟迈迈无法安装充电桩销售承诺不兑现,"L313,",2020-06-17,信息审核
485363,东风标致,标致408,2018款 350THP 自动 豪华版,东风标致408车辆无法进行异地首保,"I295,",2020-06-17,用户评分
485362,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身及天窗异响,"H15,H89,",2020-06-17,用户评分
485360,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳低速行驶过程中变速箱异响,"B33,",2020-06-17,处理反馈
485359,福田汽车,祥菱M,2018款 1.5L 非承载 双排 后双胎(载货)DAM15L,福田祥菱M新车空调泵皮带断裂后桥异响,"A222,G158,I295,I294,",2020-06-17,信息审核
485357,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎老化有裂纹要求处理,"F100,",2020-06-17,处理反馈
485355,一汽-大众,速腾,2018款 280TSI 双离合 旗舰型,一汽大众速腾韩泰轮胎严重老化开裂,"F100,",2020-06-17,处理反馈
485352,知豆电动车,知豆D2,2018款 D2S,知豆D2差速器故障踩油门后出现异响,"G127,",2020-06-17,厂家受理
485351,上汽大众,途观L,2017款 380TSI 四驱 旗舰版,上汽大众途观L变速箱异响严重希望处理,"B33,",2020-06-17,信息审核
485350,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹B柱异响 厂家不回应,"H15,I294,",2020-06-17,处理反馈
485349,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统升级后出现卡顿现象,"O348,",2020-06-17,处理反馈
485348,华晨中华,中华H530,2011款 1.6 手动 豪华型,中华H530年检OBD连接不上 4S店升级收费,"H104,K307,",2020-06-17,信息审核
485340,长城汽车,长城C30,2012款 1.5 CVT 豪华型,长安C30全车多处锈蚀 车漆起皮影响安全,"H79,H81,",2020-06-17,处理反馈
485338,长安凯程,睿行M90,2018款 2.0L 超值型 平顶背掀门 4G94S 6座,长安凯程睿行M90点火线圈及分缸线损坏,"A12,A91,I297,",2020-06-17,信息审核
485333,奔驰（进口）,奔驰GLA,2015款 200 5座,进口奔驰GLA自动驻车系统和ABS故障灯亮,"D156,E159,H170,",2020-06-17,信息审核
485330,北京现代,途胜,2019款 280TGDi 双离合 两驱 时尚版 国VI,北京现代途胜经销商换错机油 机油增多,"A339,J299,",2020-06-17,信息审核
485329,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱及内饰异响影响安全,"D59,H164,H93,H15,",2020-06-17,处理反馈
485326,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,上汽大众途观330L变速箱报警要求厂家召回,"B96,B115,I297,Q322,Q290,",2020-06-17,厂家受理
485322,吉利汽车,帝豪,2018款 1.5L 手动 豪华型,吉利帝豪倒车雷达脱落4S店拒绝免费维修,"H168,",2020-06-17,用户评分
485320,奇瑞汽车,瑞虎5x,2017款 1.5T 自动 精英型,奇瑞瑞虎5x后轮胎内侧吃胎偏磨严重,"G245,",2020-06-17,处理反馈
485319,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度冷启动VTC动作器异响,"A9,",2020-06-17,信息审核
